Date,Hour,Station,Max Capacity,Crowd Level (%),Day of the Week,Holiday/Festival
2024-07-02,23,Lower Malad,1800,2.388888889,Tuesday,No
2024-07-02,5,Bangur Nagar,1800,0.555555556,Tuesday,No
2024-07-02,6,Bangur Nagar,1800,4.944444444,Tuesday,No
2024-07-02,7,Bangur Nagar,1800,10.33333333,Tuesday,No
2024-07-02,8,Bangur Nagar,1800,26.16666667,Tuesday,No
2024-07-02,9,Bangur Nagar,1800,57.38888889,Tuesday,No
2024-07-02,10,Bangur Nagar,1800,50.22222222,Tuesday,No
2024-07-02,11,Bangur Nagar,1800,29.5,Tuesday,No
2024-07-02,12,Bangur Nagar,1800,30.72222222,Tuesday,No
2024-07-02,13,Bangur Nagar,1800,25.83333333,Tuesday,No
2024-07-02,14,Bangur Nagar,1800,27.05555556,Tuesday,No
2024-07-02,15,Bangur Nagar,1800,26.83333333,Tuesday,No
2024-07-02,16,Bangur Nagar,1800,25.16666667,Tuesday,No
2024-07-02,17,Bangur Nagar,1800,32.5,Tuesday,No
2024-07-02,18,Bangur Nagar,1800,64.16666667,Tuesday,No
2024-07-02,19,Bangur Nagar,1800,70.5,Tuesday,No
2024-07-02,20,Bangur Nagar,1800,57.66666667,Tuesday,No
2024-07-02,21,Bangur Nagar,1800,30.11111111,Tuesday,No
2024-07-02,22,Bangur Nagar,1800,17.11111111,Tuesday,No
2024-07-02,23,Bangur Nagar,1800,2.111111111,Tuesday,No
2024-07-02,5,Goregaon (West),1800,0.166666667,Tuesday,No
2024-07-02,6,Goregaon (West),1800,2.611111111,Tuesday,No
2024-07-02,7,Goregaon (West),1800,6.166666667,Tuesday,No
2024-07-02,8,Goregaon (West),1800,16.66666667,Tuesday,No
2024-07-02,9,Goregaon (West),1800,32.94444444,Tuesday,No
2024-07-02,10,Goregaon (West),1800,28.88888889,Tuesday,No
2024-07-02,11,Goregaon (West),1800,17.05555556,Tuesday,No
2024-07-02,12,Goregaon (West),1800,14.38888889,Tuesday,No
2024-07-02,13,Goregaon (West),1800,17.5,Tuesday,No
2024-07-02,14,Goregaon (West),1800,15.16666667,Tuesday,No
2024-07-02,15,Goregaon (West),1800,15.33333333,Tuesday,No
2024-07-02,16,Goregaon (West),1800,15.55555556,Tuesday,No
2024-07-02,17,Goregaon (West),1800,20.05555556,Tuesday,No
2024-07-02,18,Goregaon (West),1800,33.72222222,Tuesday,No
2024-07-02,19,Goregaon (West),1800,36.44444444,Tuesday,No
2024-07-02,20,Goregaon (West),1800,31.22222222,Tuesday,No
2024-07-02,21,Goregaon (West),1800,21.55555556,Tuesday,No
2024-07-02,22,Goregaon (West),1800,13,Tuesday,No
2024-07-02,23,Goregaon (West),1800,1.333333333,Tuesday,No
2024-07-02,5,Oshiwara,1800,0.055555556,Tuesday,No
2024-07-02,6,Oshiwara,1800,4.222222222,Tuesday,No
2024-07-02,7,Oshiwara,1800,6.166666667,Tuesday,No
2024-07-02,8,Oshiwara,1800,18.83333333,Tuesday,No
2024-07-02,9,Oshiwara,1800,40.11111111,Tuesday,No
2024-07-02,10,Oshiwara,1800,37.33333333,Tuesday,No
2024-07-02,11,Oshiwara,1800,30.94444444,Tuesday,No
2024-07-02,12,Oshiwara,1800,19.11111111,Tuesday,No
2024-07-02,13,Oshiwara,1800,23.27777778,Tuesday,No
2024-07-02,14,Oshiwara,1800,17.83333333,Tuesday,No
2024-07-02,15,Oshiwara,1800,16.61111111,Tuesday,No
2024-07-02,16,Oshiwara,1800,20.55555556,Tuesday,No
2024-07-02,17,Oshiwara,1800,27.5,Tuesday,No
2024-07-02,18,Oshiwara,1800,44.05555556,Tuesday,No
2024-07-02,19,Oshiwara,1800,46.88888889,Tuesday,No
2024-07-02,20,Oshiwara,1800,41.77777778,Tuesday,No
2024-07-02,21,Oshiwara,1800,21.16666667,Tuesday,No
2024-07-02,22,Oshiwara,1800,12.83333333,Tuesday,No
2024-07-02,23,Oshiwara,1800,1.777777778,Tuesday,No
2024-07-02,5,Lower Oshiwara,1800,0.555555556,Tuesday,No
2024-07-02,6,Lower Oshiwara,1800,2.777777778,Tuesday,No
2024-07-02,7,Lower Oshiwara,1800,9.944444444,Tuesday,No
2024-07-02,8,Lower Oshiwara,1800,37,Tuesday,No
2024-07-02,9,Lower Oshiwara,1800,113.0555556,Tuesday,No
2024-07-02,10,Lower Oshiwara,1800,139.5555556,Tuesday,No
2024-07-02,11,Lower Oshiwara,1800,89,Tuesday,No
2024-07-02,12,Lower Oshiwara,1800,59.16666667,Tuesday,No
2024-07-02,13,Lower Oshiwara,1800,43.72222222,Tuesday,No
2024-07-02,14,Lower Oshiwara,1800,41.72222222,Tuesday,No
2024-07-02,15,Lower Oshiwara,1800,48.27777778,Tuesday,No
2024-07-02,16,Lower Oshiwara,1800,49.88888889,Tuesday,No
2024-07-02,17,Lower Oshiwara,1800,69.05555556,Tuesday,No
2024-07-02,18,Lower Oshiwara,1800,146.8333333,Tuesday,No
2024-07-02,19,Lower Oshiwara,1800,169.9444444,Tuesday,No
2024-07-02,20,Lower Oshiwara,1800,10.33333333,Tuesday,No
2024-07-02,21,Lower Oshiwara,1800,51.44444444,Tuesday,No
2024-07-02,22,Lower Oshiwara,1800,30.77777778,Tuesday,No
2024-07-02,23,Lower Oshiwara,1800,1.5,Tuesday,No
2024-07-02,5,Andheri (West),1800,1,Tuesday,No
2024-07-02,6,Andheri (West),1800,19.77777778,Tuesday,No
2024-07-02,7,Andheri (West),1800,63.33333333,Tuesday,No
2024-07-02,8,Andheri (West),1800,208.2222222,Tuesday,No
2024-07-02,9,Andheri (West),1800,350.3333333,Tuesday,No
2024-07-02,10,Andheri (West),1800,278.8333333,Tuesday,No
2024-07-02,11,Andheri (West),1800,172,Tuesday,No
2024-07-02,12,Andheri (West),1800,130.3888889,Tuesday,No
2024-07-02,13,Andheri (West),1800,121.1111111,Tuesday,No
2024-07-02,14,Andheri (West),1800,108.5555556,Tuesday,No
2024-07-02,15,Andheri (West),1800,110.1666667,Tuesday,No
2024-07-02,16,Andheri (West),1800,124.2777778,Tuesday,No
2024-07-02,17,Andheri (West),1800,190.6666667,Tuesday,No
2024-07-02,18,Andheri (West),1800,336.1111111,Tuesday,No
2024-07-02,19,Andheri (West),1800,385.7222222,Tuesday,No
2024-07-02,20,Andheri (West),1800,275.1111111,Tuesday,No
2024-07-02,21,Andheri (West),1800,137.8333333,Tuesday,No
2024-07-02,22,Andheri (West),1800,70.38888889,Tuesday,No
2024-07-02,23,Andheri (West),1800,6.166666667,Tuesday,No
2024-07-03,5,Gundavali,1800,0.666666667,Wednesday,No
2024-07-03,6,Gundavali,1800,15.5,Wednesday,No
2024-07-03,7,Gundavali,1800,58.55555556,Wednesday,No
2024-07-03,8,Gundavali,1800,254.4444444,Wednesday,No
2024-07-03,9,Gundavali,1800,488.2777778,Wednesday,No
2024-07-03,10,Gundavali,1800,319.1666667,Wednesday,No
2024-07-03,11,Gundavali,1800,146.5,Wednesday,No
2024-07-03,12,Gundavali,1800,101.1111111,Wednesday,No
2024-07-03,13,Gundavali,1800,83.27777778,Wednesday,No
2024-07-03,14,Gundavali,1800,79.77777778,Wednesday,No
2024-07-03,15,Gundavali,1800,81.72222222,Wednesday,No
2024-07-03,16,Gundavali,1800,99.72222222,Wednesday,No
2024-07-03,17,Gundavali,1800,184.2222222,Wednesday,No
2024-07-03,18,Gundavali,1800,387.2222222,Wednesday,No
2024-07-03,19,Gundavali,1800,450.3333333,Wednesday,No
2024-07-03,20,Gundavali,1800,293.9444444,Wednesday,No
2024-07-03,21,Gundavali,1800,130.9444444,Wednesday,No
2024-07-03,22,Gundavali,1800,57.88888889,Wednesday,No
2024-07-03,23,Gundavali,1800,5.388888889,Wednesday,No
2024-07-03,5,Mogra,1800,0.166666667,Wednesday,No
2024-07-03,6,Mogra,1800,4.388888889,Wednesday,No
2024-07-03,7,Mogra,1800,9.388888889,Wednesday,No
2024-07-03,8,Mogra,1800,24.5,Wednesday,No
2024-07-03,9,Mogra,1800,50.5,Wednesday,No
2024-07-03,10,Mogra,1800,36.38888889,Wednesday,No
2024-07-03,11,Mogra,1800,18.11111111,Wednesday,No
2024-07-03,12,Mogra,1800,14.44444444,Wednesday,No
2024-07-03,13,Mogra,1800,12.94444444,Wednesday,No
2024-07-03,14,Mogra,1800,13.33333333,Wednesday,No
2024-07-03,15,Mogra,1800,12.05555556,Wednesday,No
2024-07-03,16,Mogra,1800,14.27777778,Wednesday,No
2024-07-03,17,Mogra,1800,23.16666667,Wednesday,No
2024-07-03,18,Mogra,1800,45.88888889,Wednesday,No
2024-07-03,19,Mogra,1800,56.22222222,Wednesday,No
2024-07-03,20,Mogra,1800,37.88888889,Wednesday,No
2024-07-03,21,Mogra,1800,20.88888889,Wednesday,No
2024-07-03,22,Mogra,1800,10.44444444,Wednesday,No
2024-07-03,23,Mogra,1800,0.333333333,Wednesday,No
2024-07-03,5,Jogeshwari(East),1800,0,Wednesday,No
2024-07-03,6,Jogeshwari(East),1800,4.666666667,Wednesday,No
2024-07-03,7,Jogeshwari(East),1800,12,Wednesday,No
2024-07-03,8,Jogeshwari(East),1800,49.22222222,Wednesday,No
2024-07-03,9,Jogeshwari(East),1800,100.9444444,Wednesday,No
2024-07-03,10,Jogeshwari(East),1800,79.72222222,Wednesday,No
2024-07-03,11,Jogeshwari(East),1800,35.11111111,Wednesday,No
2024-07-03,12,Jogeshwari(East),1800,19.33333333,Wednesday,No
2024-07-03,13,Jogeshwari(East),1800,18.72222222,Wednesday,No
2024-07-03,14,Jogeshwari(East),1800,15.44444444,Wednesday,No
2024-07-03,15,Jogeshwari(East),1800,17.11111111,Wednesday,No
2024-07-03,16,Jogeshwari(East),1800,24.83333333,Wednesday,No
2024-07-03,17,Jogeshwari(East),1800,34.44444444,Wednesday,No
2024-07-03,18,Jogeshwari(East),1800,85.61111111,Wednesday,No
2024-07-03,19,Jogeshwari(East),1800,114.7222222,Wednesday,No
2024-07-03,20,Jogeshwari(East),1800,66.33333333,Wednesday,No
2024-07-03,21,Jogeshwari(East),1800,33.66666667,Wednesday,No
2024-07-03,22,Jogeshwari(East),1800,16.66666667,Wednesday,No
2024-07-03,23,Jogeshwari(East),1800,0.666666667,Wednesday,No
2024-07-03,5,Goregaon (East),1800,0.055555556,Wednesday,No
2024-07-03,6,Goregaon (East),1800,6.222222222,Wednesday,No
2024-07-03,7,Goregaon (East),1800,12.83333333,Wednesday,No
2024-07-03,8,Goregaon (East),1800,39.55555556,Wednesday,No
2024-07-03,9,Goregaon (East),1800,96.44444444,Wednesday,No
2024-07-03,10,Goregaon (East),1800,96.11111111,Wednesday,No
2024-07-03,11,Goregaon (East),1800,70.05555556,Wednesday,No
2024-07-03,12,Goregaon (East),1800,53.16666667,Wednesday,No
2024-07-03,13,Goregaon (East),1800,38,Wednesday,No
2024-07-03,14,Goregaon (East),1800,26.33333333,Wednesday,No
2024-07-03,15,Goregaon (East),1800,24.72222222,Wednesday,No
2024-07-03,16,Goregaon (East),1800,31.94444444,Wednesday,No
2024-07-03,17,Goregaon (East),1800,51.55555556,Wednesday,No
2024-07-03,18,Goregaon (East),1800,106.9444444,Wednesday,No
2024-07-03,19,Goregaon (East),1800,123.6111111,Wednesday,No
2024-07-03,20,Goregaon (East),1800,83.33333333,Wednesday,No
2024-07-03,21,Goregaon (East),1800,54.72222222,Wednesday,No
2024-07-03,22,Goregaon (East),1800,27.83333333,Wednesday,No
2024-07-03,23,Goregaon (East),1800,1.777777778,Wednesday,No
2024-07-03,5,Aarey,1800,0.111111111,Wednesday,No
2024-07-03,6,Aarey,1800,6.333333333,Wednesday,No
2024-07-03,7,Aarey,1800,14.61111111,Wednesday,No
2024-07-03,8,Aarey,1800,56.83333333,Wednesday,No
2024-07-03,9,Aarey,1800,112.4444444,Wednesday,No
2024-07-03,10,Aarey,1800,79.38888889,Wednesday,No
2024-07-03,11,Aarey,1800,35.55555556,Wednesday,No
2024-07-03,12,Aarey,1800,31.94444444,Wednesday,No
2024-07-03,13,Aarey,1800,25.61111111,Wednesday,No
2024-07-03,14,Aarey,1800,25.55555556,Wednesday,No
2024-07-03,15,Aarey,1800,22.88888889,Wednesday,No
2024-07-03,16,Aarey,1800,31.05555556,Wednesday,No
2024-07-03,17,Aarey,1800,49.94444444,Wednesday,No
2024-07-03,18,Aarey,1800,111.2777778,Wednesday,No
2024-07-03,19,Aarey,1800,126.1111111,Wednesday,No
2024-07-03,20,Aarey,1800,79.38888889,Wednesday,No
2024-07-03,21,Aarey,1800,40.22222222,Wednesday,No
2024-07-03,22,Aarey,1800,18.77777778,Wednesday,No
2024-07-03,23,Aarey,1800,1.277777778,Wednesday,No
2024-07-03,5,Dindoshi,1800,0.166666667,Wednesday,No
2024-07-03,6,Dindoshi,1800,6.666666667,Wednesday,No
2024-07-03,7,Dindoshi,1800,14.77777778,Wednesday,No
2024-07-03,8,Dindoshi,1800,52,Wednesday,No
2024-07-03,9,Dindoshi,1800,92.55555556,Wednesday,No
2024-07-03,10,Dindoshi,1800,65.88888889,Wednesday,No
2024-07-03,11,Dindoshi,1800,33.27777778,Wednesday,No
2024-07-03,12,Dindoshi,1800,27.44444444,Wednesday,No
2024-07-03,13,Dindoshi,1800,24.55555556,Wednesday,No
2024-07-03,14,Dindoshi,1800,23.94444444,Wednesday,No
2024-07-03,15,Dindoshi,1800,23.44444444,Wednesday,No
2024-07-03,16,Dindoshi,1800,26.66666667,Wednesday,No
2024-07-03,17,Dindoshi,1800,38.16666667,Wednesday,No
2024-07-03,18,Dindoshi,1800,80.83333333,Wednesday,No
2024-07-03,19,Dindoshi,1800,95.94444444,Wednesday,No
2024-07-03,20,Dindoshi,1800,72.5,Wednesday,No
2024-07-03,21,Dindoshi,1800,35.33333333,Wednesday,No
2024-07-03,22,Dindoshi,1800,17.05555556,Wednesday,No
2024-07-03,23,Dindoshi,1800,1.333333333,Wednesday,No
2024-07-03,5,Kurar,1800,0.333333333,Wednesday,No
2024-07-03,6,Kurar,1800,7.888888889,Wednesday,No
2024-07-03,7,Kurar,1800,19.83333333,Wednesday,No
2024-07-03,8,Kurar,1800,61.44444444,Wednesday,No
2024-07-03,9,Kurar,1800,89.77777778,Wednesday,No
2024-07-03,10,Kurar,1800,51.44444444,Wednesday,No
2024-07-03,11,Kurar,1800,25.88888889,Wednesday,No
2024-07-03,12,Kurar,1800,17.83333333,Wednesday,No
2024-07-03,13,Kurar,1800,18.11111111,Wednesday,No
2024-07-03,14,Kurar,1800,16.16666667,Wednesday,No
2024-07-03,15,Kurar,1800,14.55555556,Wednesday,No
2024-07-03,16,Kurar,1800,19,Wednesday,No
2024-07-03,17,Kurar,1800,25.88888889,Wednesday,No
2024-07-03,18,Kurar,1800,62.05555556,Wednesday,No
2024-07-03,19,Kurar,1800,90.27777778,Wednesday,No
2024-07-03,20,Kurar,1800,70.61111111,Wednesday,No
2024-07-03,21,Kurar,1800,36.94444444,Wednesday,No
2024-07-03,22,Kurar,1800,16.77777778,Wednesday,No
2024-07-03,23,Kurar,1800,1.555555556,Wednesday,No
2024-07-03,5,Akurli,1800,0.222222222,Wednesday,No
2024-07-03,6,Akurli,1800,3.777777778,Wednesday,No
2024-07-03,7,Akurli,1800,15.44444444,Wednesday,No
2024-07-03,8,Akurli,1800,51.94444444,Wednesday,No
2024-07-03,9,Akurli,1800,76.77777778,Wednesday,No
2024-07-03,10,Akurli,1800,42.16666667,Wednesday,No
2024-07-03,11,Akurli,1800,19.88888889,Wednesday,No
2024-07-03,12,Akurli,1800,18.11111111,Wednesday,No
2024-07-03,13,Akurli,1800,15.27777778,Wednesday,No
2024-07-03,14,Akurli,1800,14.61111111,Wednesday,No
2024-07-03,15,Akurli,1800,14.22222222,Wednesday,No
2024-07-03,16,Akurli,1800,16.72222222,Wednesday,No
2024-07-03,17,Akurli,1800,26.83333333,Wednesday,No
2024-07-03,18,Akurli,1800,56.05555556,Wednesday,No
2024-07-03,19,Akurli,1800,81.38888889,Wednesday,No
2024-07-03,20,Akurli,1800,66.11111111,Wednesday,No
2024-07-03,21,Akurli,1800,32.16666667,Wednesday,No
2024-07-03,22,Akurli,1800,16.16666667,Wednesday,No
2024-07-03,23,Akurli,1800,2.555555556,Wednesday,No
2024-07-03,5,Poisar,1800,0.277777778,Wednesday,No
2024-07-03,6,Poisar,1800,14.05555556,Wednesday,No
2024-07-03,7,Poisar,1800,18.72222222,Wednesday,No
2024-07-03,8,Poisar,1800,44.94444444,Wednesday,No
2024-07-03,9,Poisar,1800,62.94444444,Wednesday,No
2024-07-03,10,Poisar,1800,44.94444444,Wednesday,No
2024-07-03,11,Poisar,1800,25.44444444,Wednesday,No
2024-07-03,12,Poisar,1800,32.5,Wednesday,No
2024-07-03,13,Poisar,1800,26.55555556,Wednesday,No
2024-07-03,14,Poisar,1800,23.61111111,Wednesday,No
2024-07-03,15,Poisar,1800,24.55555556,Wednesday,No
2024-07-03,16,Poisar,1800,22.5,Wednesday,No
2024-07-03,17,Poisar,1800,33.83333333,Wednesday,No
2024-07-03,18,Poisar,1800,50.77777778,Wednesday,No
2024-07-03,19,Poisar,1800,69.22222222,Wednesday,No
2024-07-03,20,Poisar,1800,54.27777778,Wednesday,No
2024-07-03,21,Poisar,1800,31.72222222,Wednesday,No
2024-07-03,22,Poisar,1800,13.11111111,Wednesday,No
2024-07-03,23,Poisar,1800,2.444444444,Wednesday,No
2024-07-03,5,Magathane,1800,0.555555556,Wednesday,No
2024-07-03,6,Magathane,1800,9.888888889,Wednesday,No
2024-07-03,7,Magathane,1800,47.16666667,Wednesday,No
2024-07-03,8,Magathane,1800,87,Wednesday,No
2024-07-03,9,Magathane,1800,127.5555556,Wednesday,No
2024-07-03,10,Magathane,1800,94,Wednesday,No
2024-07-03,11,Magathane,1800,58.33333333,Wednesday,No
2024-07-03,12,Magathane,1800,53.77777778,Wednesday,No
2024-07-03,13,Magathane,1800,43.05555556,Wednesday,No
2024-07-03,14,Magathane,1800,38.05555556,Wednesday,No
2024-07-03,15,Magathane,1800,37.72222222,Wednesday,No
2024-07-03,16,Magathane,1800,39.55555556,Wednesday,No
2024-07-03,17,Magathane,1800,57.22222222,Wednesday,No
2024-07-03,18,Magathane,1800,114.4444444,Wednesday,No
2024-07-03,19,Magathane,1800,136.1666667,Wednesday,No
2024-07-03,20,Magathane,1800,108.5,Wednesday,No
2024-07-03,21,Magathane,1800,56.05555556,Wednesday,No
2024-07-03,22,Magathane,1800,21.88888889,Wednesday,No
2024-07-03,23,Magathane,1800,4.277777778,Wednesday,No
2024-07-03,5,Devipada,1800,0.055555556,Wednesday,No
2024-07-03,6,Devipada,1800,2.388888889,Wednesday,No
2024-07-03,7,Devipada,1800,9.666666667,Wednesday,No
2024-07-03,8,Devipada,1800,24.88888889,Wednesday,No
2024-07-03,9,Devipada,1800,41.88888889,Wednesday,No
2024-07-03,10,Devipada,1800,27.33333333,Wednesday,No
2024-07-03,11,Devipada,1800,15.44444444,Wednesday,No
2024-07-03,12,Devipada,1800,10.16666667,Wednesday,No
2024-07-03,13,Devipada,1800,10.38888889,Wednesday,No
2024-07-03,14,Devipada,1800,8.888888889,Wednesday,No
2024-07-03,15,Devipada,1800,8.055555556,Wednesday,No
2024-07-03,16,Devipada,1800,12.05555556,Wednesday,No
2024-07-03,17,Devipada,1800,17.38888889,Wednesday,No
2024-07-03,18,Devipada,1800,28.77777778,Wednesday,No
2024-07-03,19,Devipada,1800,37.72222222,Wednesday,No
2024-07-03,20,Devipada,1800,37.88888889,Wednesday,No
2024-07-03,21,Devipada,1800,19.77777778,Wednesday,No
2024-07-03,22,Devipada,1800,9.666666667,Wednesday,No
2024-07-03,23,Devipada,1800,1.166666667,Wednesday,No
2024-07-03,5,Rashtriya Udyan,1800,0.611111111,Wednesday,No
2024-07-03,6,Rashtriya Udyan,1800,3.611111111,Wednesday,No
2024-07-03,7,Rashtriya Udyan,1800,13.11111111,Wednesday,No
2024-07-03,8,Rashtriya Udyan,1800,37.5,Wednesday,No
2024-07-03,9,Rashtriya Udyan,1800,47.11111111,Wednesday,No
2024-07-03,10,Rashtriya Udyan,1800,31.55555556,Wednesday,No
2024-07-03,11,Rashtriya Udyan,1800,22.94444444,Wednesday,No
2024-07-03,12,Rashtriya Udyan,1800,18.05555556,Wednesday,No
2024-07-03,13,Rashtriya Udyan,1800,14.16666667,Wednesday,No
2024-07-03,14,Rashtriya Udyan,1800,16.72222222,Wednesday,No
2024-07-03,15,Rashtriya Udyan,1800,13.44444444,Wednesday,No
2024-07-03,16,Rashtriya Udyan,1800,15.11111111,Wednesday,No
2024-07-03,17,Rashtriya Udyan,1800,23.44444444,Wednesday,No
2024-07-03,18,Rashtriya Udyan,1800,40,Wednesday,No
2024-07-03,19,Rashtriya Udyan,1800,52.94444444,Wednesday,No
2024-07-03,20,Rashtriya Udyan,1800,43.33333333,Wednesday,No
2024-07-03,21,Rashtriya Udyan,1800,23.88888889,Wednesday,No
2024-07-03,22,Rashtriya Udyan,1800,10.83333333,Wednesday,No
2024-07-03,23,Rashtriya Udyan,1800,1.611111111,Wednesday,No
2024-07-03,5,Ovaripada,1800,0.833333333,Wednesday,No
2024-07-03,6,Ovaripada,1800,11.11111111,Wednesday,No
2024-07-03,7,Ovaripada,1800,31.27777778,Wednesday,No
2024-07-03,8,Ovaripada,1800,76.83333333,Wednesday,No
2024-07-03,9,Ovaripada,1800,96.72222222,Wednesday,No
2024-07-03,10,Ovaripada,1800,58,Wednesday,No
2024-07-03,11,Ovaripada,1800,32.94444444,Wednesday,No
2024-07-03,12,Ovaripada,1800,26.77777778,Wednesday,No
2024-07-03,13,Ovaripada,1800,22.61111111,Wednesday,No
2024-07-03,14,Ovaripada,1800,19.16666667,Wednesday,No
2024-07-03,15,Ovaripada,1800,20.27777778,Wednesday,No
2024-07-03,16,Ovaripada,1800,23.5,Wednesday,No
2024-07-03,17,Ovaripada,1800,34.72222222,Wednesday,No
2024-07-03,18,Ovaripada,1800,68.83333333,Wednesday,No
2024-07-03,19,Ovaripada,1800,104.3888889,Wednesday,No
2024-07-03,20,Ovaripada,1800,89,Wednesday,No
2024-07-03,21,Ovaripada,1800,48.11111111,Wednesday,No
2024-07-03,22,Ovaripada,1800,22.05555556,Wednesday,No
2024-07-03,23,Ovaripada,1800,5.277777778,Wednesday,No
2024-07-03,5,Dahisar (East),1800,0.888888889,Wednesday,No
2024-07-03,6,Dahisar (East),1800,10.77777778,Wednesday,No
2024-07-03,7,Dahisar (East),1800,37.22222222,Wednesday,No
2024-07-03,8,Dahisar (East),1800,101.2222222,Wednesday,No
2024-07-03,9,Dahisar (East),1800,137,Wednesday,No
2024-07-03,10,Dahisar (East),1800,81.72222222,Wednesday,No
2024-07-03,11,Dahisar (East),1800,45.61111111,Wednesday,No
2024-07-03,12,Dahisar (East),1800,40.5,Wednesday,No
2024-07-03,13,Dahisar (East),1800,35.5,Wednesday,No
2024-07-03,14,Dahisar (East),1800,34.16666667,Wednesday,No
2024-07-03,15,Dahisar (East),1800,35.05555556,Wednesday,No
2024-07-03,16,Dahisar (East),1800,42.44444444,Wednesday,No
2024-07-03,17,Dahisar (East),1800,61.5,Wednesday,No
2024-07-03,18,Dahisar (East),1800,117.3333333,Wednesday,No
2024-07-03,19,Dahisar (East),1800,170.7777778,Wednesday,No
2024-07-03,20,Dahisar (East),1800,142.0555556,Wednesday,No
2024-07-03,21,Dahisar (East),1800,81.05555556,Wednesday,No
2024-07-03,22,Dahisar (East),1800,38.16666667,Wednesday,No
2024-07-03,23,Dahisar (East),1800,14.5,Wednesday,No
2024-07-03,5,Anand Nagar,1800,1.111111111,Wednesday,No
2024-07-03,6,Anand Nagar,1800,18.61111111,Wednesday,No
2024-07-03,7,Anand Nagar,1800,39.77777778,Wednesday,No
2024-07-03,8,Anand Nagar,1800,122.1666667,Wednesday,No
2024-07-03,9,Anand Nagar,1800,146.4444444,Wednesday,No
2024-07-03,10,Anand Nagar,1800,95.55555556,Wednesday,No
2024-07-03,11,Anand Nagar,1800,53.11111111,Wednesday,No
2024-07-03,12,Anand Nagar,1800,48.27777778,Wednesday,No
2024-07-03,13,Anand Nagar,1800,38.5,Wednesday,No
2024-07-03,14,Anand Nagar,1800,37.44444444,Wednesday,No
2024-07-03,15,Anand Nagar,1800,33.94444444,Wednesday,No
2024-07-03,16,Anand Nagar,1800,43,Wednesday,No
2024-07-03,17,Anand Nagar,1800,55.38888889,Wednesday,No
2024-07-03,18,Anand Nagar,1800,93.72222222,Wednesday,No
2024-07-03,19,Anand Nagar,1800,131.2777778,Wednesday,No
2024-07-03,20,Anand Nagar,1800,107.4444444,Wednesday,No
2024-07-03,21,Anand Nagar,1800,71.33333333,Wednesday,No
2024-07-03,22,Anand Nagar,1800,34.55555556,Wednesday,No
2024-07-03,23,Anand Nagar,1800,9.722222222,Wednesday,No
2024-07-03,5,Kandarpada,1800,1.111111111,Wednesday,No
2024-07-03,6,Kandarpada,1800,9.388888889,Wednesday,No
2024-07-03,7,Kandarpada,1800,23.77777778,Wednesday,No
2024-07-03,8,Kandarpada,1800,45.05555556,Wednesday,No
2024-07-03,9,Kandarpada,1800,62.61111111,Wednesday,No
2024-07-03,10,Kandarpada,1800,38.94444444,Wednesday,No
2024-07-03,11,Kandarpada,1800,30,Wednesday,No
2024-07-03,12,Kandarpada,1800,32.77777778,Wednesday,No
2024-07-03,13,Kandarpada,1800,25.72222222,Wednesday,No
2024-07-03,14,Kandarpada,1800,25.22222222,Wednesday,No
2024-07-03,15,Kandarpada,1800,23.33333333,Wednesday,No
2024-07-03,16,Kandarpada,1800,25.38888889,Wednesday,No
2024-07-03,17,Kandarpada,1800,33.55555556,Wednesday,No
2024-07-03,18,Kandarpada,1800,49.38888889,Wednesday,No
2024-07-03,19,Kandarpada,1800,63.22222222,Wednesday,No
2024-07-03,20,Kandarpada,1800,56.61111111,Wednesday,No
2024-07-03,21,Kandarpada,1800,34.72222222,Wednesday,No
2024-07-03,22,Kandarpada,1800,18.61111111,Wednesday,No
2024-07-03,23,Kandarpada,1800,5.666666667,Wednesday,No
2024-07-03,5,Mandapeshwar,1800,0.611111111,Wednesday,No
2024-07-03,6,Mandapeshwar,1800,7.722222222,Wednesday,No
2024-07-03,7,Mandapeshwar,1800,17.66666667,Wednesday,No
2024-07-03,8,Mandapeshwar,1800,36.83333333,Wednesday,No
2024-07-03,9,Mandapeshwar,1800,55.33333333,Wednesday,No
2024-07-03,10,Mandapeshwar,1800,26.66666667,Wednesday,No
2024-07-03,11,Mandapeshwar,1800,17.83333333,Wednesday,No
2024-07-03,12,Mandapeshwar,1800,22.27777778,Wednesday,No
2024-07-03,13,Mandapeshwar,1800,15.27777778,Wednesday,No
2024-07-03,14,Mandapeshwar,1800,20.94444444,Wednesday,No
2024-07-03,15,Mandapeshwar,1800,14.61111111,Wednesday,No
2024-07-03,16,Mandapeshwar,1800,16.05555556,Wednesday,No
2024-07-03,17,Mandapeshwar,1800,22.72222222,Wednesday,No
2024-07-03,18,Mandapeshwar,1800,36.72222222,Wednesday,No
2024-07-03,19,Mandapeshwar,1800,38.44444444,Wednesday,No
2024-07-03,20,Mandapeshwar,1800,40.22222222,Wednesday,No
2024-07-03,21,Mandapeshwar,1800,23.5,Wednesday,No
2024-07-03,22,Mandapeshwar,1800,13.44444444,Wednesday,No
2024-07-03,23,Mandapeshwar,1800,4.5,Wednesday,No
2024-07-03,5,Eksar,1800,0,Wednesday,No
2024-07-03,6,Eksar,1800,5.277777778,Wednesday,No
2024-07-03,7,Eksar,1800,14.05555556,Wednesday,No
2024-07-03,8,Eksar,1800,25.61111111,Wednesday,No
2024-07-03,9,Eksar,1800,42.66666667,Wednesday,No
2024-07-03,10,Eksar,1800,34.88888889,Wednesday,No
